id,roads,slope,urban,herbaceous_crop,tree_crop,ag_forestry,forest,scler_trans,soil,prov,dema,warrens
23669,0.550286581014926,3.23058005463652,0,1,0,0,0,0,3212,Ciudad Real,1,0
23670,3.16400117901956,6.67673922680341,0,0.48,0.52,0,0,0,3033.58163351681,Ciudad Real,1,1
18418,7.24542481981103,2.26714772675658,0,0.09,0.48,0.43,0,0,1056.73471921195,,1,0
1358,0.542140627424701,2.8128030026191,0,0.34,0,0.43,0,0.23,1170.83033889911,Ciudad Real,3,0
1068,1.4576246318118,5.26326970530768,0,0.6,0,0.31,0,0.09,1114.72032093515,Ciudad Real,3,0
14157,5.85747880336472,5.39353088062397,0.05,0.91,0,0,0,0.04,425.453640845428,Ciudad Real,4,3
14156,4.38811830933519,4.79230622150591,0,0.6,0.01,0,0,0.39,720.761754127318,Ciudad Real,4,0
14158,1.48047623071392,5.35760811397623,0.01,0.99,0,0,0,0,436.335770898816,Ciudad Real,4,0
14153,3.52667970229194,4.47660855153103,0,0.8,0,0,0,0.2,706.252022691898,Ciudad Real,4,0
14155,4.20326714248557,2.86501756278623,0,0.96,0.04,0,0,0,755.138906973254,Ciudad Real,4,0
14154,4.47958282518077,2.98807602126926,0,1,0,0,0,0,711.349595185962,Ciudad Real,4,0
13869,2.75972267907928,3.36091584237758,0,0.96,0,0.04,0,0,527,Ciudad Real,4,0
13868,7.88122204449889,5.29507518042191,0.43,0.57,0,0,0,0,451.758887885844,Ciudad Real,4,0
14443,1.83131773635132,2.74801449364984,0,0.91,0,0,0,0.09,671,Ciudad Real,4,0
14442,4.59611269946583,3.55278995816569,0,0.66,0,0,0,0.34,692.497448760451,Ciudad Real,4,0
13297,2.46073515359402,9.61927026460066,0,0,0,0,0.75,0.25,990,Ciudad Real,4,0
13298,6.74735374760902,11.1346223927485,0,0,0,0,0.52,0.48,1045.57679070774,Ciudad Real,4,0
13581,6.42096900016354,9.69375654256739,0,0.28,0,0.2,0,0.52,671.253564983084,Ciudad Real,4,0
13580,5.89568850901164,4.7959132866915,0,0.11,0,0.42,0,0.47,571.512781473795,Ciudad Real,4,0
13583,5.60235658479886,6.3998147426141,0,0.33,0,0.62,0,0.05,653.540981375321,Ciudad Real,4,1
13582,4.21598149588337,5.53238051049883,0,0.3,0,0.56,0,0.14,669.406635881791,Ciudad Real,4,0
13579,6.02311355695331,6.3401166204391,0,0.5,0,0.28,0,0.22,559.901884488737,Ciudad Real,4,0
13585,4.07804035994291,9.58811030041926,0,0,0,0.36,0.43,0.21,950.262787602195,Ciudad Real,4,0
13584,4.88926162600582,8.89048445960833,0,0.31,0,0.42,0.16,0.11,684.480752019802,Ciudad Real,4,1
13587,2.44086776019923,9.72010611807846,0,0,0,0.15,0.85,0,973.536743360575,Ciudad Real,4,0
13586,5.85337181675596,10.2527295763635,0,0,0,0.17,0.83,0,952.689605254488,Ciudad Real,4,0
8009,2.03878951514472,7.8779710225386,0,0.66,0,0,0,0.34,1094,Ciudad Real,5,7
5981,4.67228038863716,5.31751451085628,0.42,0.23,0,0.35,0,0,1515.53140482676,Ciudad Real,5,0
5980,2.63539514975746,5.57271382153078,0.64,0.32,0,0.04,0,0,1291.14696585312,Ciudad Real,5,1
5982,0,4.25455737761829,0.06,0.93,0,0.01,0,0,1504.38030680195,Ciudad Real,5,0
10055,2.3395988696219,8.49648444597096,0,0.59,0.41,0,0,0,933.125520833798,Ciudad Real,5,22
8020,5.37990454211486,3.52532278046503,0,0.6,0.4,0,0,0,1516.15757722852,Ciudad Real,5,0
5984,2.02623287171049,3.86637454140128,0,1,0,0,0,0,1422.04272247136,Ciudad Real,5,0
3955,3.32522470462357,4.15028955336177,0.04,0.65,0,0.31,0,0,716,Ciudad Real,5,1
7720,1.04257991265752,6.17003266614728,0,0.96,0,0,0,0.04,1142.80150751308,Ciudad Real,5,6
7719,1.00714597923747,4.20920656453089,0,0.55,0.16,0,0,0.29,1147.26966339155,Ciudad Real,5,1
5692,5.02343798347349,6.02104147771672,0,0.78,0,0.22,0,0,1492.86108783507,Ciudad Real,5,2
9765,1.66494297776994,5.07016877720965,0,0.53,0.31,0.16,0,0,895,Ciudad Real,5,17
5694,1.32795327229397,4.0017228751104,0,0.66,0,0.34,0,0,1386.15233805459,Ciudad Real,5,0
9764,1.73951706483913,3.99414524612794,0,0.47,0.53,0,0,0,1720.85744160152,Ciudad Real,5,7
5691,0.0749574775761764,2.5767093259484,0.61,0.31,0,0.08,0,0,1506,Ciudad Real,5,0
7730,2.32978950698431,4.13535639892576,0.02,0.84,0.14,0,0,0,1581.95302494736,Ciudad Real,5,0
1645,1.12179359162389,4.86810931305733,0,0.15,0,0,0,0.85,726,Ciudad Real,5,0
3665,5.14949060268463,5.49469140989743,0,0.99,0.01,0,0,0,697.198955760557,Ciudad Real,5,1
1646,1.51829788511628,8.62666531999071,0,1,0,0,0,0,796.490528148189,Ciudad Real,5,0
3667,0.775786452155495,3.99965607781607,0,0.93,0.07,0,0,0,954.988160595106,Ciudad Real,5,0
3666,2.8436512306543,4.90324696486151,0,1,0,0,0,0,724.080376660193,Ciudad Real,5,1
8590,4.46266100261909,5.44940396666027,0,0.08,0.36,0.41,0,0.15,1399.58881940142,Ciudad Real,5,11
10636,3.59325728053928,6.45033542049083,0.03,0.2,0.77,0,0,0,906.617086410203,Ciudad Real,5,24
8601,2.177212248515,3.49256096704471,0,0.04,0.7,0,0,0.26,759,Ciudad Real,5,1
6565,0.105872659801838,7.13471217795733,0,1,0,0,0,0,1798.25274138732,Ciudad Real,5,0
6564,3.31866682049092,6.82263022310762,0,1,0,0,0,0,1572.70095975001,Ciudad Real,5,1
6560,3.3290188146242,3.11107846386933,0.13,0.6,0,0.27,0,0,1428.69926390649,Ciudad Real,5,1
4533,0.87433641319418,7.08928733689375,0.2,0.62,0,0.08,0,0.1,1209,Ciudad Real,5,0
4532,3.10172869009846,5.11659950727503,0,0.71,0,0.14,0,0.15,1338.87982330226,Ciudad Real,5,2
2511,3.26783300064774,8.38392431754072,0.08,0.92,0,0,0,0,730.789122027542,Ciudad Real,5,0
2512,3.00850404762132,6.77076273222938,0.24,0.76,0,0,0,0,711.817554901584,Ciudad Real,5,0
6274,2.18072250978389,2.99486648609295,0,1,0,0,0,0,1551.83378198059,Ciudad Real,5,1
4245,0.43750422906883,4.43850137114789,0.01,0.6,0,0.39,0,0,844.024238365584,Ciudad Real,5,0
4244,2.0482680296446,7.10601250562445,0.08,0.77,0,0.15,0,0,1278.29983849857,Ciudad Real,5,0
2223,2.24674357850409,8.74907286394305,0,0.3,0.12,0.26,0,0.32,483,Ciudad Real,5,0
2222,3.53329070634657,7.29019275598132,0.04,0.91,0,0,0,0.05,805.460547047253,Ciudad Real,5,1
4243,2.48661553240904,5.75382662998626,0.42,0.57,0,0,0,0.01,1328.85666925562,Ciudad Real,5,2
2224,1.69861757315179,8.99521233104739,0,0.15,0.51,0,0,0.34,518.349595766904,Ciudad Real,5,0
8300,1.37738600728344,4.85966237487111,0,0.11,0.56,0.06,0,0.27,1154.96935877021,Ciudad Real,5,1
8299,2.20752679360797,5.29891901634815,0,0.82,0,0.13,0,0.05,1176.09993403898,Ciudad Real,5,6
10345,3.37486024096449,6.70032422061496,0.01,0.64,0.35,0,0,0,1071,Ciudad Real,5,11
6269,0,1.84442690891378,0.32,0.27,0,0.41,0,0,1417,Ciudad Real,5,0
10346,1.88889789956821,3.68344211364261,0,0.79,0.21,0,0,0,1014.79527415403,Ciudad Real,5,13
6270,4.97193271560953,5.08053668981257,0.27,0.73,0,0,0,0,1430.86887360739,Ciudad Real,5,3
8311,0.56238525717115,5.10007841800424,0,0.25,0.74,0,0,0.01,1427.22099278294,Ciudad Real,5,0
8310,1.55417071967996,9.14983703640632,0,0.53,0.4,0.07,0,0,1519.20338141563,Ciudad Real,5,0
9181,0,18.1219987869263,0,0.56,0.25,0,0,0.19,242,Ciudad Real,5,0
9182,2.19962900483516,5.11611015908823,0,0.98,0.02,0,0,0,388.091037741108,Ciudad Real,5,1
7149,5.69339543900579,4.65249504835034,0.02,0.74,0.21,0.03,0,0,1538.67994613766,Ciudad Real,5,0
7148,0,5.66500475845839,0.01,0.99,0,0,0,0,1381.40958680692,Ciudad Real,5,0
7150,1.98495903450234,4.39066823557113,0,0.77,0.23,0,0,0,1535.82428532955,Ciudad Real,5,0
11219,1.79987099370884,5.56702591244917,0,0.69,0,0,0,0.31,744.96029083311,Ciudad Real,5,2
7140,3.7869279280891,8.01667221385548,0,0.69,0,0.31,0,0,1363.94398812512,Ciudad Real,5,22
11218,1.62871566803543,3.9052506418155,0.02,0.77,0,0.01,0,0.2,623.955892241025,Ciudad Real,5,2
5112,2.03406878597803,5.44941209498493,0,1,0,0,0,0,1260.45950730154,Ciudad Real,5,1
10927,2.30373673188257,6.63921756589189,0,0.91,0,0.09,0,0,622,Ciudad Real,5,12
10926,2.09500001011885,3.37605124502511,0,0.59,0.15,0.26,0,0,515.408835576382,Ciudad Real,5,9
8892,0.0921598872883091,12.8253617663325,0,0.79,0.02,0,0,0.19,697.032524794184,Ciudad Real,5,2
8891,2.08388205319541,8.28995112759499,0,0.14,0.42,0,0,0.44,647.006199903521,Ciudad Real,5,1
6857,2.0058912910678,4.44652374300135,0,1,0,0,0,0,1367,Ciudad Real,5,1
6856,2.06031793224729,8.46545267454108,0,1,0,0,0,0,1443.13647610674,Ciudad Real,5,3
6859,0.0921778904450014,2.82658182987882,0,0.68,0.17,0.15,0,0,1522,Ciudad Real,5,0
6858,2.04595608903672,4.14803436084959,0,0.93,0,0.07,0,0,1383.16287101459,Ciudad Real,5,0
10928,0.426906602002021,3.80975848459105,0,0.76,0,0.24,0,0,640.03970729637,Ciudad Real,5,2
6855,2.41801993751803,4.5473622501174,0,1,0,0,0,0,1452,Ciudad Real,5,0
6854,0.336509709028656,9.07420952638134,0,1,0,0,0,0,1648.16335535666,Ciudad Real,5,0
6850,2.77947704581903,4.86329621163488,0.17,0.81,0,0.02,0,0,1420.85326061019,Ciudad Real,5,3
4822,3.22183794061783,9.60019568215136,0.2,0.46,0,0.34,0,0,1321.8921794378,Ciudad Real,5,5
2801,2.03388911296834,12.1381250287801,0.04,0.74,0,0.22,0,0,325,Ciudad Real,5,3
2800,1.51866641654383,9.08959069043834,0,0.38,0,0.55,0,0.07,531.912146357118,Ciudad Real,5,0
7430,2.00645173162352,4.63483752456504,0,0.92,0,0.06,0,0.02,1158.14174192877,Ciudad Real,5,10
9473,2.21844676820422,4.67151382454176,0,0.13,0.87,0,0,0,1680.69229018654,Ciudad Real,5,8
5402,3.607017558579,3.66650761354328,0,0.96,0,0.04,0,0,1310.80301556917,Ciudad Real,5,0
9472,3.37902858174799,6.6477824211143,0,0.24,0.76,0,0,0,695.102226396119,Ciudad Real,5,10
9474,4.12901706404014,4.48419053309231,0,0.61,0.39,0,0,0,1660.76422570554,Ciudad Real,5,6
7441,0,1.07312335209413,0,1,0,0,0,0,1610,Ciudad Real,5,0
7440,2.18654531178182,4.80020954362128,0.01,0.99,0,0,0,0,1600.14704064966,Ciudad Real,5,3
3377,1.3126495609205,3.28730579609042,0,0.89,0,0.11,0,0,1062,Ciudad Real,5,0
3379,0.590580187198773,3.47590760197691,0,1,0,0,0,0,840,Ciudad Real,5,0
3378,2.36856934698227,6.58983934083884,0,0.76,0,0.24,0,0,1038.85059764363,Ciudad Real,5,0
3089,2.27642949453391,8.5280090416666,0,1,0,0,0,0,617.520999199983,Ciudad Real,5,0
3090,4.29942644837507,8.73493148022912,0,1,0,0,0,0,603.665824930077,Ciudad Real,5,1
1935,2.08973383456092,7.97159270669251,0,0.35,0.02,0,0,0.63,746.795846061991,Ciudad Real,5,0
1934,0.725882192585115,6.81078960351777,0,0.59,0.32,0,0,0.09,608.042392408781,Ciudad Real,5,0
57337,5.82091912995142,3.75712819966059,0.48,0.2,0,0.32,0,0,1435,Albacete,9,7
57336,2.24597969839369,4.67832123183135,0.45,0.38,0,0.17,0,0,2934.44347131485,Albacete,9,1
57338,1.42851533280354,3.23019736683782,0.75,0.24,0,0.01,0,0,1458.67041189008,Albacete,9,7
42795,1.99722434712872,10.4401044960363,0,0.3,0.3,0.4,0,0,3342,Albacete,9,22
40767,3.27947347378374,7.09334993433001,0,0.22,0.78,0,0,0,3328.23468297712,Albacete,9,17
40768,1.24949218720246,3.65650731984992,0,0.01,0.99,0,0,0,3268.68995783446,Albacete,9,10
38741,2.21231477475218,4.7079954581999,0,0.25,0.66,0.09,0,0,3767,Albacete,9,15
36715,1.10499057795388,3.40513433687632,0,0.08,0.92,0,0,0,2844.73294880563,Albacete,9,6
36714,1.50540324983449,5.09001425569583,0,0.35,0.65,0,0,0,2195.54509755092,Albacete,9,4
34686,2.00444991516632,3.81148869483993,0,0.72,0.28,0,0,0,3587.30512828102,Albacete,9,19
55007,2.31795005330996,2.77615618909994,0.08,0.92,0,0,0,0,2888,Albacete,9,2
59101,1.70057425034423,5.73529246788827,0.05,0.85,0,0,0,0.1,1655,Albacete,9,19
57045,0.737604874759829,3.23026815736119,0,1,0,0,0,0,2629.5688715394,Albacete,9,1
59102,0.814448331486074,9.9877113961421,0,0.97,0,0.03,0,0,1665.74011573641,Albacete,9,4
52969,1.50440142323433,1.69944437763435,0,0.5,0.5,0,0,0,3342.74773632042,Albacete,9,0
57047,0.730705839607252,12.12929781442,0.76,0.24,0,0,0,0,3389.54357109324,Albacete,9,0
57046,5.87735418217435,4.15330072767189,0.16,0.84,0,0,0,0,2708.81531445603,Albacete,9,6
52970,2.97854949925526,1.67108008285626,0,0.99,0.01,0,0,0,3307.40143146981,Albacete,9,1
55009,0.164802427379066,2.44447912232863,0,1,0,0,0,0,2915,Albacete,9,0
55008,2.80273386756795,1.56778886121619,0,1,0,0,0,0,2890.81544564741,Albacete,9,0
50933,2.72446083807546,3.91544357023854,0.51,0.33,0,0.16,0,0,4232,Albacete,9,5
50932,3.06539099028646,3.35268575508388,0.35,0.4,0,0.25,0,0,2843.6294750448,Albacete,9,7
50931,3.99970121843732,6.41753205948641,0.14,0.66,0,0.2,0,0,2682,Albacete,9,4
50930,0.0014877667385726,12.199374686654,0.07,0.87,0,0.06,0,0,3427.24133201984,Albacete,9,0
42505,1.9973294427465,9.86300604610346,0,0.84,0.16,0,0,0,3531.57849205921,Albacete,9,18
40479,2.71525394577252,9.39406758619408,0.01,0.18,0.44,0.37,0,0,2684,Albacete,9,16
40478,1.51638871664012,3.48422063544318,0.04,0.27,0.64,0.05,0,0,3199.93573829041,Albacete,9,5
40480,0.148146196555527,13.0663966705214,0,0.55,0.45,0,0,0,2689.21390338202,Albacete,9,0
38452,0.788400973773297,1.7753000649954,0,0.35,0.62,0.03,0,0,3865.33699739825,Albacete,9,1
38451,1.43020975171517,3.06266858529765,0,0.27,0.43,0.3,0,0,3864.13932324648,Albacete,9,6
36425,2.3596588604739,2.86146862068363,0,0.3,0.7,0,0,0,2843,Albacete,9,16
41347,1.29583500480535,4.10665836114022,0,0.76,0.24,0,0,0,3691.97369908438,Albacete,9,3
39321,0.133813926435388,4.42764103863484,0,0.23,0.46,0.31,0,0,3620,Albacete,9,0
41346,0.98225090518525,4.16456986257737,0,0.27,0.64,0.09,0,0,2856.94289734617,Albacete,9,2
39320,3.09143895133673,9.20423838462353,0.24,0.27,0.21,0.28,0,0,3664.78609661798,Albacete,9,15
37293,1.79632056157142,6.30584588675604,0,0.69,0.31,0,0,0,2692.88757835976,Albacete,9,11
37294,0.377255357188553,6.32973128349697,0,0.2,0.8,0,0,0,2717.12303603836,Albacete,9,3
35266,2.00445513508962,4.48868466320562,0,0.7,0.3,0,0,0,2888.68716727753,Albacete,9,15
57629,7.5240656664893,4.32442557393702,0.17,0.58,0,0.25,0,0,1822.07901947372,Albacete,9,6
57628,1.0618935503167,2.92490171828669,0,0.85,0,0.15,0,0,1915.2244158507,Albacete,9,2
57630,0.666311854106476,3.00759127809504,0.16,0.32,0,0.52,0,0,1999.02587695343,Albacete,9,3
53551,1.18314913435757,1.78759035684811,0,1,0,0,0,0,3027.47190659437,Albacete,9,2
55592,0,2.24598698616028,0,1,0,0,0,0,3172.53379308254,Albacete,9,0
55591,3.30451212574456,3.25920757637927,0.13,0.87,0,0,0,0,3240,Albacete,9,3
55590,2.3392690381596,1.74269914131442,0.14,0.86,0,0,0,0,2558.35373177093,Albacete,9,0
51515,1.48849514576256,4.85716519226556,0,0.85,0,0,0.15,0,2930,Albacete,9,6
51514,1.32591742068906,1.87607859945786,0,0.8,0,0.18,0.02,0,3258.73037176208,Albacete,9,1
57636,1.69576247825956,3.15489889118272,0,1,0,0,0,0,3715.09489839486,Albacete,9,2
57638,2.13475842723585,5.09912210985571,0,1,0,0,0,0,3913.21203170946,Albacete,9,11
57635,3.84726891123845,5.59542935917185,0,1,0,0,0,0,3682.0178383655,Albacete,9,2
57634,1.93002697325846,2.52565750295994,0,1,0,0,0,0,3843.78806322253,Albacete,9,6
53552,1.63072316467669,1.85621014598918,0,1,0,0,0,0,3053.27335084981,Albacete,9,6
49476,0,0.469917555650075,0,0.87,0.11,0.02,0,0,3656.47416257182,Albacete,9,0
37004,3.99924989144364,8.31090887894832,0,0.46,0.54,0,0,0,2659.31543607142,Albacete,9,18
34976,2.00433795662093,3.95682741970698,0,0.97,0,0.03,0,0,3435.97131562094,Albacete,9,17
53261,6.89642851106905,3.20611448619551,0,1,0,0,0,0,3050,Albacete,9,3
53260,3.2070039433475,1.84690551406071,0,1,0,0,0,0,3343.79733335553,Albacete,9,0
55300,1.22966767552787,3.21287918948649,0.01,0.99,0,0,0,0,2815.77066974471,Albacete,9,3
51224,1.46873810481434,2.03830127806099,0,0.5,0,0.5,0,0,3931.1525768703,Albacete,9,2
55299,2.25061147036494,8.20779603047921,0,1,0,0,0,0,2820.55540527047,Albacete,9,11
51223,1.34507783997307,3.04783329503854,0,0.29,0,0.71,0,0,4029.46347669562,Albacete,9,2
57345,3.32684133691939,4.70426420540357,0.01,0.99,0,0,0,0,3687,Albacete,9,0
57346,0.41997658271726,4.10302900497062,0,1,0,0,0,0,3695.86331416293,Albacete,9,0
59393,0.0546110609267725,9.08087776065485,0,0.27,0,0.33,0,0.4,1720.09229039611,Albacete,9,1
50060,2.59509151292023,5.50548518264085,0.34,0.66,0,0,0,0,3851.58900411777,Albacete,9,17
50059,5.02932390642452,3.64037007523413,0,0.92,0.08,0,0,0,3717.85134464956,Albacete,9,16
52097,1.52984708640925,2.12077854123201,0,1,0,0,0,0,2868,Albacete,9,2
52096,1.28393536745265,1.93272551147171,0,1,0,0,0,0,2827.69245382584,Albacete,9,1
41057,2.15752792593491,7.7163737086606,0,0.33,0.67,0,0,0,3575,Albacete,9,15
39031,1.61688633372232,3.69494676175884,0,0.29,0.71,0,0,0,3735.15711269507,Albacete,9,6
39030,0.447986764556563,8.84733568450006,0.16,0.14,0.23,0.47,0,0,3311.91452049677,Albacete,9,10
41925,1.56198227624656,3.02506372107712,0,0.55,0.45,0,0,0,2980.01238651161,Albacete,9,15
39901,0.656701400825714,3.7108364864697,0.05,0.64,0.31,0,0,0,2508,Albacete,9,15
41926,0.580729401592631,4.60779021388406,0,0.62,0.36,0.02,0,0,3090.16742581896,Albacete,9,7
39900,0.38014976788397,2.91130631639986,0.25,0.75,0,0,0,0,2585.92780811529,Albacete,9,1
37873,0.225857142484716,3.28661856290207,0,0.24,0.52,0,0.24,0,3163.82348508847,Albacete,9,0
37872,2.02644124370198,3.22063136767637,0,0.16,0.33,0.45,0.06,0,3203.99767529642,Albacete,9,15
56173,1.46860445542838,1.77442722892672,0,1,0,0,0,0,2658,Albacete,9,1
56174,4.28735902785429,2.91687108063179,0.09,0.91,0,0,0,0,2755.81020441919,Albacete,9,5
60269,0,8.05049324035645,0,0.62,0,0,0.23,0.15,2267,Albacete,9,0
58213,2.783561025905,3.69189432963517,0.13,0.61,0,0.26,0,0,3643.45518930101,Albacete,9,6
58212,2.41048407727188,3.6841427932253,0.12,0.87,0,0.01,0,0,3853.3507949469,Albacete,9,1
54133,4.32260474201586,5.16721360623916,0.31,0.5,0,0.19,0,0,2851.71846976907,Albacete,9,7
41636,2.37468882792043,7.91864995741019,0,0.43,0.57,0,0,0,2948.77047241093,Albacete,9,22
39611,0.868385430721483,4.79935215017837,0,0.09,0.67,0.24,0,0,3379.12056042578,Albacete,9,13
39610,0.136476720092471,13.6517666345325,0.02,0.8,0.18,0,0,0,3431.08575496813,Albacete,9,1
37583,2.36551372120542,6.27212457374547,0,0.19,0.65,0.16,0,0,2895,Albacete,9,14
35556,2.00445542626322,4.16228208161044,0,0.64,0.36,0,0,0,2982.41067186819,Albacete,9,15
55881,0.117806309923196,2.0749933136476,0,1,0,0,0,0,3114.57935740663,Albacete,9,0
51805,1.30529973624366,1.97469406181633,0,1,0,0,0,0,2906.82203208875,Albacete,9,3
55883,0.94842648620625,1.8172042610625,0,1,0,0,0,0,2607.08003759685,Albacete,9,1
55882,2.41664971030713,2.17663469927226,0,1,0,0,0,0,3061.65964470081,Albacete,9,1
51806,1.51037427714749,3.54330769313844,0,1,0,0,0,0,2888.55996561113,Albacete,9,4
57924,0.744912232668967,2.13886393289216,0,1,0,0,0,0,3792.08875382674,Albacete,9,1
57921,3.62068254296435,5.52599764956669,0.2,0.68,0,0.12,0,0,4170,Albacete,9,19
57920,1.8280814586687,3.68159101035377,0,0.94,0,0.06,0,0,2585.46208184444,Albacete,9,3
57923,2.24742409910221,2.35613422995983,0,0.71,0,0.29,0,0,3807,Albacete,9,7
57922,10.0124162078362,7.26261668938536,0.16,0.78,0,0.06,0,0,4132.14831538722,Albacete,9,8
49769,0.904124273397492,3.59210998027122,0,0.75,0,0.25,0,0,3579,Albacete,9,3
49768,2.41548822895216,3.86938519572856,0,1,0,0,0,0,3255.64414488824,Albacete,9,18
53843,1.52762450583598,2.0575851093043,0,1,0,0,0,0,2931,Albacete,9,5
53842,1.16975312283016,1.82000058173818,0,1,0,0,0,0,2944.43585612697,Albacete,9,8
49767,2.04003559955699,3.25902159425336,0,0.6,0,0.4,0,0,3218,Albacete,9,10
49766,3.51461984670576,4.92683266962188,0,0.8,0,0.2,0,0,3432.97338220229,Albacete,9,31
54717,2.70636939485316,1.7168885740192,0.19,0.81,0,0,0,0,2937.35318425811,Albacete,9,2
54716,1.96753667155885,1.72827781860355,0,1,0,0,0,0,2228.35906006393,Albacete,9,1
56755,1.87658598522147,3.30872326324835,0.54,0.46,0,0,0,0,2497,Albacete,9,4
56754,1.37032000168239,11.4387245536612,0.09,0.91,0,0,0,0,2731.67987893619,Albacete,9,4
52679,1.57153863251157,2.14735961177658,0,0.85,0.15,0,0,0,3333,Albacete,9,6
52678,1.24409916346991,2.69896011495873,0,0.87,0.13,0,0,0,2980.98069876601,Albacete,9,3
50641,0.0280365930737946,8.80159053774107,0.94,0.06,0,0,0,0,3824.95626038649,Albacete,9,0
50640,6.26929428742848,5.454316327877,0.17,0.65,0,0.18,0,0,4041.82181211534,Albacete,9,8
38162,2.16765181942741,4.60750075678249,0,0.14,0.74,0.12,0,0,3916.54808627075,Albacete,9,11
36136,1.78621093413986,10.0656985038596,0,0.52,0.48,0,0,0,3208.04223528745,Albacete,9,12
36135,0.409467275741359,4.85208685975663,0,0.38,0.62,0,0,0,3203.35540690862,Albacete,9,3
54425,5.78723515799484,4.42916914009029,0.56,0.41,0,0.03,0,0,2023,Albacete,9,13
58503,1.62663822546839,5.69347488148552,0.17,0.83,0,0,0,0,3052,Albacete,9,6
54424,2.41895098059251,5.3959156110165,0.35,0.22,0,0.43,0,0,2508.48235721044,Albacete,9,11
54426,0.648769787546696,1.77631891892937,0.01,0.99,0,0,0,0,2119.76806230992,Albacete,9,2
50351,0.228338271722334,4.14180811136843,0.61,0.32,0,0.07,0,0,4141,Albacete,9,0
50350,3.11875923074827,3.92750061602915,0.13,0.75,0,0.12,0,0,4211.7620976317,Albacete,9,9
54423,1.07788149424841,2.82471973215027,0.03,0.71,0,0.26,0,0,2565,Albacete,9,2
56464,4.96288498873602,4.59346317281568,0.41,0.59,0,0,0,0,2750.58319265513,Albacete,9,8
52388,1.55084147940005,1.90001658218383,0,1,0,0,0,0,2938.05569566494,Albacete,9,3
60565,1.01041719380898,4.74209675679797,0,0.71,0.29,0,0,0,1380.69913532288,Albacete,9,5
60564,4.08131577889898,6.15633841746703,0,1,0,0,0,0,2300.96780536923,Albacete,9,9
52387,1.26439585041103,1.8069245603566,0,1,0,0,0,0,2883.59638386759,Albacete,9,5
60563,2.01035697469873,4.36661777543013,0,1,0,0,0,0,2408.09657169155,Albacete,9,7
60562,2.01429555834008,3.46979303854049,0,1,0,0,0,0,1913.6713523887,Albacete,9,7
42215,2.01513201868072,4.81513270427681,0,0.27,0.68,0.05,0,0,3584,Albacete,9,27
40189,0.0154584465537374,14.2964040398598,0.55,0.37,0.08,0,0,0,2614.27901278027,Albacete,9,0
40190,4.22553960563299,8.5184777115049,0.17,0.62,0.21,0,0,0,2608.30144801049,Albacete,9,10
35846,2.00958775414297,5.73179294588544,0,0.03,0.97,0,0,0,3321.35285305165,Albacete,9,13
61411,1.82059356208896,4.53766706286171,0.21,0.78,0,0.01,0,0,1576,Albacete,11,11
61410,0.177277573577547,3.40674926214752,0,1,0,0,0,0,1833.07337483435,Albacete,11,3
59377,0.777889193250434,4.32151210794757,0.14,0.75,0,0.11,0,0,3960.38949438095,Albacete,11,0
59376,5.42543611551612,3.90644488674611,0.57,0.43,0,0,0,0,3961.52719782397,Albacete,11,1
75631,6.60938291144936,6.16924807708124,0.23,0.77,0,0,0,0,2867.39209060981,Albacete,11,4
77669,1.47332115443021,3.97800982370554,0,0.79,0.15,0,0.05,0.01,1542,Albacete,11,15
67215,2.05833656545741,3.70085980629494,0,0.79,0,0.05,0.02,0.14,1555,Albacete,11,1
77668,1.51482772925209,4.3525730695403,0.01,0.53,0.11,0,0,0.35,3138.18644985031,Albacete,11,74
77665,1.08799348993742,8.1462901383863,0.05,0.7,0.25,0,0,0,2900,Albacete,11,0
77667,0.75277227978182,3.37789316544138,0.17,0.77,0,0.06,0,0,3324,Albacete,11,0
77666,9.19376215543004,6.67055820935219,0.24,0.34,0,0.29,0,0.13,2944.21159907417,Albacete,11,2
69249,1.82996147218258,5.8900298731737,0.3,0.44,0,0.11,0,0.15,1888.11670836194,Albacete,11,0
69248,2.36807396104285,6.0275231478349,0.1,0.37,0.21,0.32,0,0,2167.92535225977,Albacete,11,1
63150,2.04208649316258,3.51815678470869,0.19,0.67,0,0,0,0.14,2584.38025532849,Albacete,11,6
65184,2.56010014045728,5.50302298031672,0,0.75,0,0.13,0,0.12,3226.91115940332,Albacete,11,1
59085,2.42358330336761,6.39047522197592,0.27,0.73,0,0,0,0,4073,Albacete,11,13
59086,0.63454665700366,2.30935038442481,0.07,0.93,0,0,0,0,4071.33161145168,Albacete,11,0
61121,2.79470125964461,4.32124308491669,0.25,0.75,0,0,0,0,1733.46033602402,Albacete,11,2
61120,0,3.32893037796021,0,1,0,0,0,0,1991.93710711697,Albacete,11,0
77375,4.50521198073636,4.37954508350835,0.21,0.71,0,0,0,0.08,2063.34269001688,Albacete,11,0
75341,1.77443742223667,3.66565795775347,0.3,0.7,0,0,0,0,2565,Albacete,11,0
73311,0,11.8986097971598,0,0.51,0,0,0,0.49,2743.37223250034,Albacete,11,0
73310,2.0050355453439,7.23917880907445,0,0.39,0,0.06,0,0.55,2845.19448472578,Albacete,11,0
77377,3.23527212882484,4.54156754411188,0.18,0.48,0.01,0.33,0,0,3836.33509431554,Albacete,11,0
77376,0.135446321251645,7.68959774061733,0.13,0.52,0,0.22,0,0.13,2248.21728751781,Albacete,11,0
